user_id,song_id,timestamp,genre,artist,play_count
9761fcc2-64ca-48dc-b228-c8fba02ebb5e,269f90f4-28d8-4244-a01d-fceabad57498,2024-01-17 14:48:20,Hip-Hop,Artist_A,4
49b6831b-306a-4302-9a57-e2a42da47f0b,8edfa659-cc08-4f3e-9616-b9f7ec9ec6f0,2024-05-14 18:47:36,Hip-Hop,Artist_E,4
38b73781-2a0f-4a13-baea-080de4c06a0e,3dd97ad6-97a8-43a5-8f1e-e2167045b543,2024-01-09 02:56:39,Country,Artist_B,8
ac0ecf4c-794d-4d48-b21b-299df81a135d,17e21f30-8a57-4f54-aff3-3fdcbba651e9,2024-03-03 09:19:59,Jazz,Artist_B,10
a4083d02-e5fc-4ca5-831b-7be514ec7fe3,371c6e09-83a5-46ba-9266-0bef47c316fa,2024-03-05 04:21:02,Rock,Artist_D,7
f21aca74-6ef6-4a02-b2ec-658cfc9ffd6e,26f54113-9d7b-4be3-b0c4-69dc2f92333d,2024-01-24 16:10:21,Electronic,Artist_D,7
689a378a-6e12-4ca3-93bd-a92c1e59f7e2,b550955b-287c-4ac7-953e-6db34ba4319f,2024-01-09 12:21:18,Country,Artist_C,3
19de5bc1-2118-4d76-9f30-b9f4391e15a9,b5eef13e-f12c-4d49-8dbd-73a9f10d7f26,2024-05-26 07:18:49,Country,Artist_A,9
09c29b70-5d87-45b3-87fc-cc19cf1ad672,68b442ea-9321-483b-a983-49f6128f3213,2024-05-08 21:53:42,Jazz,Artist_D,7
67c62843-49bb-4322-aac6-4195dac0c964,a6ad0706-b4bc-40f5-8449-48786a4e3074,2024-04-20 03:48:13,Rock,Artist_D,10
549ee905-d96f-490b-8188-a5cad52c739b,024ffbc1-c434-4537-8536-6b798698c614,2024-03-29 17:11:51,Rock,Artist_A,7
7120e12f-1e46-4a00-baa3-53987f28f2ca,62846baa-e1a5-430d-ac7a-3786807d8277,2024-02-14 23:39:14,Pop,Artist_C,7
b1b108fc-22d0-4daf-a594-4f002ff24929,09acc45c-51c7-47f8-850a-4929711874e5,2024-03-09 04:56:25,Pop,Artist_C,8
